,#Reviews,developer
989,147,Stainless Games Ltd
990,16,Proxy Studios
991,308,"Turtle Cream, PokPoong Games"
992,316,Orion Games
993,10,Tasty Stewdios LLC
994,164,SDP Games
995,18,Aldorlea Games
996,73,OVERDRIVE
997,400,Tasty Stewdios LLC
998,"1,195",Infinitap Games
999,"2,726",Little Green Men Games
1000,417,"Sujin Ri, Marcos Arroyo, Seona Lee, Somi Lee, Sohyeon Jeon"
1001,237,Phigames
1002,834,Housemarque
1003,452,Breakfall
1004,109,800 North and Digital Ranch
1005,35,Sarepta studio
1006,10,WaterMelon
1007,337,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1008,59,WaterMelon
1009,"1,557",Frogwares
1010,107,"FromSoftware, Inc"
1011,17,"CyberConnect2 Co., Ltd."
1012,258,Final Boss Entertainment
1013,11,Coreplay
1014,35,Allegorithmic
1015,143,Vine
1016,64,Lab Zero Games
1017,16,Studio V5
1018,77,BlueLine Games
1019,106,SCS Software
1020,353,Minor Key Games
1021,289,Jesse Makkonen
1022,26,Reload Games Studio
1023,38,Brightside Games
1024,16,Narrow Monolith
1025,33,virtualRailroads
1026,69,SCS Software
1027,45,Experimental Gamer Studios
1028,20,"Stefan Kraus, Timo Armbruster"
1029,61,URSE Games
1030,302,"Monolith Productions, Inc."
1031,51,Artefacts Studio
1032,52,Chicken in The Corn
1033,875,Croteam
1034,12,"MicroProse Software, Inc."
1035,93,"MicroProse Software, Inc"
1036,110,MPS Labs
1037,14,"MicroProse Software, Inc"
1038,80,Dovetail Games
1039,560,Digerati Distribution
1040,"1,101",Jetdogs Studios
1041,39,Eko Software
1042,44,DoubleDutch Games
1043,230,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1044,22,Eko Software
1045,29,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1046,248,Proton Studio Inc
1047,70,Secret Base
1048,433,Samurai Punk
1049,34,Sunside Inc
1050,43,"nalothchris, swanee734"
1051,66,Midnart
1052,12,N-Game Studios
1053,216,Freehold Games
1054,193,Cross Eaglet
1055,79,SCS Software
1056,358,Orion Games
1057,42,Lexis Numerique
1058,38,"Expansive Worlds, Avalanche Studios"
1059,53,"Expansive Worlds, Avalanche Studios"
1060,"1,815",Raymond Doerr
1061,79,URSE Games
1062,758,Krealit
1063,55,No More Room in Hell Team
1064,68,MiniVisions
1065,38,Wayward Design
1066,50,"MicroProse Software, Inc."
1067,16,"MicroProse Software, Inc."
1068,120,Tin Man Games
1069,40,Epiphany Games
1070,164,Subscience Studios
1071,272,Polar Motion
1072,204,Faultline Games
1073,48,OKAM Studio
1074,50,Ageod
1075,21,Netmin Games
1076,123,Sumo Digital Ltd
1077,27,Four Lights
1078,16,Mind Crew
1079,185,Forever Entertainment S. A.
1080,41,Nine Tales Digital
1081,"7,729",Scott Cawthon
1082,66,Ansimuz Games
1083,82,"Good Games, Creobit"
1084,"7,323",SEGA
1085,67,ONE MORE LEVEL
1086,10,Leadwerks Software
1087,581,Full Control Studios
1088,103,Moondrop
1089,118,Frima Studio
1090,225,Naiad Entertainment LLC
1091,545,Nexus Game Studios
1092,34,Timeslip Softworks
1093,58,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1094,16,"TT Games, Feral Interactive (Mac)"
1095,16,"TT Games, Feral Interactive (Mac)"
1096,401,Lostwood
1097,"3,432",Ninja Kiwi
1098,32,Slav Pankratov
1099,"30,357",Soviet Games
1100,116,WildTangent
1101,44,"Umix Studios, Cyanide Studio"
1102,12,Sector3 Studios
1103,756,YFYX GAMES
1104,22,Dovetail Games
1105,261,Games Farm
1106,84,CREATIVE ASSEMBLYFranchise:Total War
1107,78,Holotech Studios
1108,72,773
1109,274,"Romenics, Artaani, Riya"
1110,"1,613",VIS-Games
1111,52,Milestone S.r.l.
1112,94,On Target Simulations
1113,"1,442",Fayju
1114,129,The Game Creators
1115,108,immersionFX
1116,"1,260",Badland Studio
1117,17,Mykhail Konokh
1118,58,251 Games
1119,20,Coilworks
1120,"1,044",NEKO WORKs
1121,204,Fly System
1122,88,Strike Games
1123,50,Orange_Juice
1124,29,Kylotonn Entertainment
1125,800,Grynsoft
1126,41,Crafty Studios
1127,22,Earthworm Games
1128,15,Coffee Stain Studios
1129,13,Strides Interactive
1130,11,Frost Earth
1131,"1,820",ALICE IN DISSONANCE
1132,14,"Subaltern Games, LLC"
1133,35,"Infotread, LLC"
1134,10,Sharpened Edge Studios
1135,117,Holotech Studios
1136,358,State of Play Games
1137,235,Darius Bode
1138,24,"Ratz 'N' Godz, Storybird Games"
1139,146,Pixeljam
1140,430,PostMod Softworks
1141,66,Alternative Software Ltd
1142,76,Milestone S.r.l.
1143,"2,557",JIW-Games
1144,18,Cateia Games
1145,55,Studio Bean
1146,31,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1147,39,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1148,50,Cubic Pie
1149,432,Adventurepro Games LLC
1150,19,KinifiGames LLC
1151,12,Chessbase
1152,13,Great War Team
1153,62,Giants Software
1154,47,Big Ant Studios
1155,287,Dylan Loney
1156,43,SITER SKAIN
1157,58,SITER SKAIN
1158,799,"SNK CORPORATION, Code Mystics"
1159,127,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1160,22,Green Lava Studios
1161,43,PolarityFlow
1162,80,NEXT-SOFT+
1163,35,Trese Brothers
1164,42,Eddy &amp; Gary &amp; Friends
1165,57,Haemimont Games
1166,94,Breakfall
1167,17,Ronimo Games
1168,11,Winged Cloud
1169,"2,219","BadFly Interactive, a.s."
1170,19,"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon"
1171,381,"Sujin Ri, Yunjeong Yun, Hyein Go, Minsu Ock, Marcos Arroyo, Seona Lee, Sohyeon Jeon"
1172,24,Yacht Club Games
1173,46,Ryan Javanshir
1174,11,Wolfgame
1175,201,Notorious Games
1176,28,Huy Phan
1177,"13,199",NEKO WORKs
1178,19,1C Wireless
1179,44,Colonthree Enterprises
1180,68,Love in Space
1181,23,"Beyond-Limits-Games, FCG"
1182,273,Dimmdrive Inc.
1183,43,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
1184,730,Lei
1185,15,Snipefish Entertainment
1186,57,"Andre Chagas Silva, Anthony Septim"
1187,25,Snails Animation
1188,10,"Twistplay, Rodeo Games"
1189,59,Beldarak Games
1190,14,Zeiva Inc
1191,22,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1192,37,First Class Simulations
1193,60,"TT Games, Feral Interactive (Mac)"
1194,69,"TT Games Ltd, Feral Interactive (Mac)"
1195,84,Spiderweb Software
1196,10,Orangepixel
1197,44,Dovetail Games
1198,524,Nyamyam
1199,28,Uniworlds Game Studios
1200,18,"Levels or Lives, Super Fun Games"
1201,27,Shaman Games Studio
1202,25,Dovetail Games
1203,27,Dovetail Games
1204,36,VR Designs
1205,10,TiconBlu
1206,"1,287",Eat Create Sleep
1207,"1,053",Andy Wallace
1208,"2,005",InvertMouse
1209,25,InvertMouse
1210,10,"Andy Wallace, Nathaniel Chambers"
1211,71,GTGD
1212,212,Deck13
1213,79,Konsordo
1214,17,MKLab
1215,105,Ivy Games
1216,12,Zojoi
1217,35,Zojoi
1218,33,Zojoi
1219,31,Zojoi
1220,"3,081",Red Dwarf Games
1221,45,roseVeRte
1222,14,No Bull Intentions
1223,26,DoubleBear Productions
1224,295,"Muzzy Lane Software, Factus Games"
1225,"7,685","IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1226,26,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1227,10,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1228,28,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1229,112,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1230,58,"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd."
1231,89,Choice of Games
1232,773,Flix Interactive
1233,41,Zanrai Interactive
1234,19,Rock Paper Games
1235,144,Retrific
1236,30,"Maxwolf, Fox"
1237,16,Running Pillow
1238,17,ProjectorGames
1239,"1,607",Bob the Game Development Bot
1240,27,lolznoob
1241,141,Little World Studio
1242,27,oophok
1243,855,MAGIX Software GmbH
1244,"1,606",Focus Home Interactive
1245,166,Doyodo
1246,17,Digital Train Model
1247,12,Endgame Studios
1248,"1,299",MovingBlocks
1249,272,Smoodlez
1250,23,Mayhem Games USA
1251,358,Black Lime Studio
1252,16,2SD
1253,23,AGO Games
1254,15,"DM Media, Dark Computer Entertainment Ltd."
1255,396,Mad Ram Software
1256,11,3000AD
1257,208,The Bitfather
1258,293,Felix Wunderlich
1259,19,Geek Sloth Games
1260,13,Proton Studio Inc
1261,508,Shifty Chair Games
1262,77,Dennis Esie
1263,37,Maltakreuz
1264,59,DragonHead Studio
1265,"11,540",Mouldy Toof Studios
1266,155,Mouldy Toof Studios
1267,147,Brushfire Games
1268,75,Hanabira
1269,23,pheenix93
1270,68,Yakiniku Banzai
1271,13,"Amaranth Games, LLC"
1272,51,Red Head Games
1273,12,FirstForever Studios
1274,19,DesktopPaints
1275,11,FirstForever Studios
1276,30,"TT Games, Feral Interactive (Mac)"
1277,15,Pringo Dingo Games
1278,28,Auroch Digital
1279,176,"Dennaton Games, Dayjob Studio"
1280,10,Rhaon Entertainment
1281,35,Chimera Entertainment
1282,19,Grynsoft
1283,11,AWE Games
1284,22,Avalanche Software
1285,43,KnowWonder
1286,39,Rainbow Studios
1287,13,Page 44 Studios
1288,73,Asobo Studio
1289,203,Beenox
1290,82,Barking Dog Studios
1291,225,"Monolith Productions, Inc., Feral Interactive (Mac), Feral Interactive (Linux)"
1292,91,Avalanche Software
1293,19,Chocolate Liberation Front
1294,53,"Yohan Launay, Frederic Gaillard"
1295,490,GameUS Inc.
1296,453,Clarus Victoria
1297,"1,610",OhNoo Studio
1298,20,Simon Says: Play!
1299,10,Ronimo Games
1300,185,Rotateam
1301,"2,803","Mario von Rickenbach, Michael Frei"
1302,183,Graviteam
1303,23,Black Cloud Studios
1304,193,Tuesday Society
1305,23,"Reflections, a Ubisoft Studio"
1306,20,Black Cloud Studios
1307,41,Orange_Juice
1308,24,Might and Delight
1309,146,Evan Tognotti
1310,43,Headless Wizard
1311,12,David Erosa
1312,"1,302","Asteristic Game Studio, Anthony Septim"
1313,95,Lukas Jaeckel
1314,"6,753",
1315,47,Blaze Epic
1316,35,Yokcos
1317,19,Blaze Epic
1318,309,Wastelands Interactive
1319,66,Grey Dog Software
1320,54,Grey Dog Software
1321,439,Crian Soft
1322,12,Clarus Victoria
1323,23,FireFly Studios
1324,47,[bracket]games
1325,42,Lunar Labs
1326,168,Owlchemy Labs
1327,83,G5 Software
1328,24,G5 Software
1329,21,Arise
1330,155,DTF games
1331,121,CCCP
1332,44,Stardock Entertainment
1333,347,Tindalos Interactive
1334,26,"Hammerware, s.r.o."
1335,534,Talentplace
1336,11,Burnt Fuse
1337,58,Glass Bottom Games
1338,"1,008","Fortress Forever Development Team, Trepid Studios"
1339,28,Dancing Dragon Games
1340,196,Kittehface Software
1341,"2,756","Filip Victor, Valve"
1342,24,Lamplight Studios
1343,39,Timedrop Studios
1344,42,MAGIX Software GmbH
1345,456,Daniel Davies
1346,53,VEAO Simulations
1347,64,"TT Games Ltd, Feral Interactive (Mac)"
1348,28,Croteam
1349,21,"MicroProse Software, Inc"
1350,34,"MicroProse Software, Inc"
1351,11,"MicroProse Software, Inc"
1352,14,"MicroProse Software, Inc"
1353,"7,610",Joycity
1354,50,b-alive gmbh
1355,14,b-alive gmbh
1356,27,Reality Pump
1357,31,Hydezeke
1358,"1,100",Indomitus Games
1359,112,Hanako Games
1360,74,Aldorlea Games
1361,67,Littlewitch
1362,"3,128","Circle Five Studios, Pub Games"
1363,13,Erotes studio
1364,11,UnexEvo
1365,15,"SmiteWorks USA, LLC"
1366,31,Aldorlea Games
1367,19,"Silverware Games, Inc."
1368,13,Nekomura Games
1369,79,DIMPS
1370,11,"Thomas Christof, Giovanni Rotondo, Thomas S."
1371,16,Ethereal Darkness Interactive
1372,22,Jane Rachel Whittaker
1373,"3,052",Acid Nerve
1374,11,Piranha Bytes Distribution UG&amp;Co KG
1375,778,Love in Space
1376,240,L&amp;K Logic Korea
1377,30,Alawar Dreamdale
1378,14,Donut Games
1379,34,Dovetail Games
1380,"1,778",Climax Studios
1381,73,
1382,23,White Cat
1383,242,Nimble Tools
1384,203,TreeFortress Games
1385,13,Supreme Clans Entertainment
1386,523,Magic Notion Ltd
1387,22,Pyrodactyl
1388,685,Bytebin
1389,449,"Arvi Teikari, Roope Mäkinen"
1390,11,"Arvi Teikari, Roope Mäkinen"
1391,21,Hammerspace Games
1392,65,
1393,21,White Cat
1394,225,World-Loom
1395,33,Brace Yourself Games
1396,"12,227",Brace Yourself Games
1397,94,"IF Games, Vertigo Games"
1398,209,Totally Games
1399,174,Totally Games
1400,126,Lucasfim
1401,116,Totally Games
1402,399,Nihon Falcom
1403,31,Vectorpark
1404,10,Dovetail Games
1405,914,Infinite Dreams
1406,18,Puuba
1407,"3,041",Bare Mettle Entertainment
1408,67,AMPLITUDE Studios
1409,307,
1410,112,Thomas Bacon
1411,41,Craig Gibbs
1412,"1,432","Crazy Monkey Studios, Claeysbrothers"
1413,174,Red Dot Games
1414,877,DeXP
1415,42,GoodVole
1416,387,Reactor Zero
1417,369,Noumenon Games
1418,50,Jujubee S.A.
1419,"13,688","Bluehole, Inc."
1420,23,JAM Productions
1421,38,"Bluehole Studio, En Masse Entertainment"
1422,43,"Bluehole Studio, En Masse Entertainment"
1423,20,Digital Entertainment
1424,34,J. King-Spooner
1425,532,Pribuni
1426,140,Celeris
1427,283,Seaven Studio
1428,225,RageSquid
1429,17,ValuSoft
1430,757,Swordtales
1431,108,Helvetica Scenario
1432,"2,032",Tasharen Entertainment Inc.
1433,52,Aerosoft GmbH
1434,532,Team Jolly Roger
1435,"1,705",Emad
1436,47,Matt Thorson
1437,22,Lohika Games
1438,966,07th Expansion
1439,36,Anarchy Enterprises
1440,21,Omega Games
1441,13,FiolaSoft Studio
1442,"153,488",CD PROJEKT RED
1443,689,"Relic Entertainment, Europe at War Development Team"
1444,93,The Pompous Pixel
1445,15,Omega Games
1446,176,Grey Alien Games
1447,57,weltenbauer. Software Entwicklung GmbH
1448,11,Minor Key Games
1449,134,Minor Key Games
1450,23,Heliocentric Studios
1451,"1,276",
1452,43,tjern
1453,12,Warfare Studios
1454,900,Freshtrax
1455,"1,751",Daniel Jonathan Bourke
1456,40,Deck13
1457,55,Random Thoughts Entertainment
1458,83,John Cullen
1459,36,"Axis Game Factory, Inc."
1460,13,Artur Mandas
1461,"4,851",S2 Games
1462,559,NeocoreGames
1463,169,Andrettin
1464,522,Forever Entertainment S. A.
1465,110,FIVE-BN GAMES
1466,17,Swinfjord-Games
1467,"5,729",Robot Gentleman
1468,15,Warfare Studios
1469,31,John Wizard
1470,27,Orangepixel
1471,142,No Pest Productions
1472,16,No Pest Productions
1473,"3,614",Pieces Interactive
1474,"3,949",Dylan Fitterer
1475,207,Guru Games
1476,57,Rain Pohlak
1477,168,Big Fat Simulations Inc.
1478,810,Lucky Pause
1479,118,Alan Zucconi
1480,112,Laughing Jackal LTD
1481,19,Bad Seed
1482,82,BonusXP
1483,48,Haemimont Games
1484,224,"Diggidy.net, LLC"
1485,44,
1486,24,Martin Veilleux
1487,115,Whalenought Studios
1488,47,Dovetail Games
1489,"17,241",
1490,"1,995",Hello There AB
1491,21,"Sports Mogul, Inc."
1492,19,Zoo Corporation
1493,244,"KOEI TECMO GAMES CO., LTD."
1494,61,John Wizard
1495,80,Giorgi Abelashvili
1496,957,Hellscape Games
1497,28,Z-Software GmbH
1498,476,DiggerWorld Ltd.
1499,70,Stamina-Games
1500,26,Krealit
1501,"53,539",Splash Damage
1502,22,777 Studios
1503,174,CD PROJEKT RED
1504,274,Russpuppy
1505,24,Super Icon Ltd
1506,556,EightyEightGames
1507,"9,827",Landon Podbielski
1508,10,7 Soft Pillows
1509,22,Tall Studios
1510,138,Anarchy Enterprises
1511,127,Smarter Games
1512,39,Crispon Games
1513,41,Alawar
1514,17,"Bluehole Inc., En Masse Entertainment"
1515,44,Beast Games
1516,26,Petroglyph
1517,19,Innomen Productions
1518,107,Heartbit Interactive
1519,"1,870","TT Games Ltd, Feral Interactive (Mac)"
1520,11,Skinny Jean Death Studios
1521,133,Darius Bode
1522,181,DYA Games
1523,26,Kobra Studio
1524,23,Dubrovkin Sergei
1525,56,Doomster Entertainment
1526,381,Marcelo Barbosa
1527,163,Zoo Corporation
1528,16,Alabeo
1529,187,CD PROJEKT RED
1530,176,CD PROJEKT RED
1531,11,Zeiva Inc
1532,44,From Soy Sauce LLC
1533,92,Upper Class Walrus
1534,57,Dovetail Games
1535,146,Giants Software
1536,"3,458",Diminished Studios
1537,69,MadAboutGamesStudios
1538,13,roseVeRte
1539,209,Leslaw Sliwko
1540,"1,198",
1541,49,FIVE-BN GAMES
1542,14,Dingo Dango
1543,44,Devdan Games
1544,32,Warfare Studios
1545,10,Digital Soul Games
1546,66,"高考恋爱委员会, Days"
1547,11,Serious Games Interactive
1548,24,Playito.com
1549,260,CD PROJEKT RED
1550,126,Jan Zizka
1551,16,Loomus Games
1552,16,Frogames
1553,58,"Bit Planet Games, LLC"
1554,16,FireFly Studios
1555,575,Daedalic Entertainment
1556,57,"Sep Reds, Ageod"
1557,68,Red Dot Games
1558,31,"Alawar Stargaze, Alawar Entertainment"
1559,22,"SmiteWorks USA, LLC"
1560,"7,617","StartupTim, LLC, Tim Sullivan"
1561,13,
1562,107,Joshua Missile
1563,89,
1564,18,Ankama Studio
1565,25,Peter Gutenko
1566,"5,813","Maciej Targoni, Wojciech Wasiak"
1567,"164,633","Psyonix, Inc."
1568,89,Moment Studio
1569,25,Moment Studio
1570,832,"Bimboosoft Co.,Ltd."
1571,88,"Arc System Works, DotEmu"
1572,50,
1573,13,Rogue Rocket Games
1574,35,Childish Things
1575,11,First Class Simulations
1576,18,yayapipi
1577,"1,022","Codemasters, Feral Interactive (Linux)"
1578,700,momoStorm Entertainment
1579,18,Absolutist Ltd.
1580,42,NotGames
1581,21,Gateway Interactive
1582,39,Blossom Games
1583,"1,092",Black Shell Games
1584,15,Wickworks
1585,25,Paradox Development Studio
1586,"1,045",Gambrinous
1587,75,GATO STUDIO
1588,120,FIVE-BN GAMES
1589,21,WnMStudio
1590,11,Eclipse Games
1591,27,"Toyman Interactive, Alawar Entertainment"
1592,225,Bit Juggler
1593,46,Oryon Entertainment
1594,951,tinyBuild
1595,73,Proper Games
1596,28,RuneStorm
1597,857,Scary Bee LLC
1598,109,Wacha
1599,286,Day Dreamer Games
1600,15,"CorypheeSoft, DigitalEZ"
1601,600,"Mighty Rabbit Studios, Gun Media"
1602,105,Nexon
1603,43,Nexon
1604,12,SIM720
1605,19,Haemimont Games
1606,"1,040",ACQUIRE Corp.
1607,79,Haemimont Games
1608,"6,279",Scott Cawthon
1609,87,yfyx games
1610,645,Satur Entertainment
1611,"2,519",Haemimont Games
1612,"1,120",Flying Cafe for Semianimals
1613,11,Flying Cafe for Semianimals
1614,18,Maxim Moore
1615,34,Big Fat Simulations Inc.
1616,20,A Crowd of Monsters
1617,57,Kronosaur Productions
1618,163,"Infogrames Entertainment SA, Gremlin Interactive"
1619,"1,069",Subworld
1620,82,SCS Software
1621,"9,470",Lag Studios
1622,320,Size Five Games
1623,170,"Argonauts Interactive, Collectif Nemoïd"
1624,21,Puny Human
1625,196,"A Sharp, LLC"
1626,80,"Upper One Games, E-Line Media"
1627,29,Goatee Games
1628,20,Vision Riders Entertainment
1629,90,Denneko Yuugi
1630,21,Sunside Inc
1631,46,weltenbauer. Software Entwicklung GmbH
1632,20,Radiangames
1633,"1,219","Funselektor Labs Inc., FlippFly"
1634,25,Rainbow Games
1635,61,La Moustache Studio
1636,"11,538",Freakinware Studios
1637,13,Game Studio 78
1638,"23,273",Stainless Games Ltd.
1639,135,GDNomad
1640,129,InvertMouse
1641,26,InvertMouse
1642,121,Vertigo Games
1643,16,WRF Studios
1644,"2,981",David Szymanski
1645,482,Q-Games Ltd.
1646,26,Adam Tarnowski
1647,12,"wefiends, Inc."
1648,24,Dust Scratch Games
1649,23,Nicholas Mallory
1650,11,Iris Flight Simulation Software
1651,118,"Silverlode Interactive, Wasatch Games"
1652,184,"Deceptive Games, Gavin Powell"
1653,11,Atomic Planet
1654,126,Dead Mage
1655,105,iosoftware
1656,39,Orange_Juice
1657,168,Yeti Trunk
1658,76,Adam DeLease
1659,272,Roll7
1660,509,"Tiger and Squid, Team17 Digital Ltd"
1661,25,"Colin Sanders, Jason RT Bond"
1662,100,TernGame
1663,81,1C Company
1664,12,Serious Games Interactive
1665,89,Cranktrain
1666,32,Faris Mohammed
1667,16,rdt.32
1668,22,Erwin Wolf
1669,48,Michael Flynn
1670,17,AuraLab
1671,285,Bithell Games
1672,"2,128",Marxnet
1673,669,"Edmund McMillen, James Id"
1674,53,Icehole Games
1675,"5,930",Rogue Snail
1676,45,Tribute Games Inc.
1677,"4,789",Planetary Annihilation Inc
1678,78,Red Dot Games
1679,38,Astronomic Games
1680,42,Critical Bit
1681,876,Blue Byte
1682,14,Narrow Monolith
1683,306,Shorebound Studios
1684,187,Frozen District
1685,130,Citeremis Inc.
1686,38,FuturLab
1687,16,Bulbware
1688,19,Flump Studios
1689,159,Choice of Games
1690,66,"Autobotika, Game Nation Inc"
1691,534,
1692,38,"Overcloud9, Phantasm Games"
1693,32,SFS Studios
1694,24,Burut CT
1695,41,Leadwerks Software
1696,19,Sonic Sloth
1697,"4,823",
1698,442,Zoo Corporation
1699,"1,437",Capcom
1700,459,Dingaling
1701,12,Gameware Studios
1702,120,Obsidian Entertainment
1703,64,Might and Delight
1704,"1,421",Shiro Games
1705,37,Funktronic Labs
1706,22,Lightning Man Media
1707,33,Neon Deity Games
1708,43,SimProse Studios
1709,14,Confused Genius
1710,29,DL Softworks
1711,750,"INTI CREATES CO., LTD."
1712,374,"Jurlo, JetPackGone"
1713,17,"INTI CREATES CO., LTD."
1714,435,Labyrinthine
1715,371,Enitvare
