,all_ratio,genre
14468,64%,Indie
14476,80%,Indie
14477,45%,Indie
14485,74%,Indie
14486,16%,Indie
14498,95%,Indie
14499,87%,Indie
14503,92%,Indie
14505,69%,Indie
14507,100%,Indie
14509,59%,Indie
14510,57%,Indie
14512,86%,Indie
14513,79%,Indie
14514,96%,Indie
14521,84%,Indie
14532,90%,Indie
14544,89%,Indie
14545,20%,Indie
14546,92%,Indie
14553,70%,Indie
14554,85%,Indie
14557,31%,Indie
14564,84%,Indie
14565,82%,Indie
14566,70%,Indie
14574,49%,Indie
14575,95%,Indie
14576,60%,Indie
14577,86%,Indie
14578,94%,Indie
14579,73%,Indie
14585,93%,Indie
14589,66%,Indie
14590,91%,Indie
14591,75%,Indie
14592,89%,Indie
14594,77%,Indie
14599,63%,Indie
14602,71%,Indie
14604,94%,Indie
14605,93%,Indie
14606,90%,Indie
14607,91%,Indie
14608,66%,Indie
14625,100%,Indie
14627,75%,Indie
14628,57%,Indie
14629,75%,Indie
14630,67%,Indie
14634,72%,Indie
14644,91%,Indie
14649,83%,Indie
14651,86%,Indie
14652,70%,Indie
14653,83%,Indie
14658,54%,Indie
14660,96%,Indie
14662,77%,Indie
14663,83%,Indie
14665,75%,Indie
14670,82%,Indie
14675,94%,Indie
14676,96%,Indie
14681,79%,Indie
14682,73%,Indie
14686,69%,Indie
14693,90%,Indie
14705,46%,Indie
14707,47%,Indie
14711,81%,Indie
14712,87%,Indie
14717,53%,Indie
14722,23%,Indie
14724,92%,Indie
14725,90%,Indie
14727,83%,Indie
14735,61%,Indie
14739,57%,Indie
14749,93%,Indie
14757,83%,Indie
14761,87%,Indie
14762,70%,Indie
14766,73%,Indie
14771,73%,Indie
14775,85%,Indie
14776,76%,Indie
14778,33%,Indie
14802,91%,Indie
14803,83%,Indie
14810,65%,Indie
14812,56%,Indie
14814,74%,Indie
14816,88%,Indie
14821,51%,Indie
14823,88%,Indie
14830,13%,Indie
14845,68%,Indie
14849,47%,Indie
14853,64%,Indie
14856,91%,Indie
14864,95%,Indie
14865,63%,Indie
14866,94%,Indie
14869,78%,Indie
14871,58%,Indie
14873,92%,Indie
14880,97%,Indie
14885,69%,Indie
14888,83%,Indie
14890,73%,Indie
14896,76%,Indie
14913,92%,Indie
14914,72%,Indie
14921,83%,Indie
14925,77%,Indie
14927,97%,Indie
14928,78%,Indie
14930,80%,Indie
14958,59%,Indie
14959,70%,Indie
14961,87%,Indie
14963,51%,Indie
14966,63%,Indie
14967,76%,Indie
14969,89%,Indie
14972,74%,Indie
14973,64%,Indie
14974,81%,Indie
14979,78%,Indie
14980,38%,Indie
14981,70%,Indie
14988,50%,Indie
14990,83%,Indie
15004,53%,Indie
15005,79%,Indie
15010,81%,Indie
15014,91%,Indie
15015,96%,Indie
15016,87%,Indie
15017,91%,Indie
15020,87%,Indie
15030,49%,Indie
15033,50%,Indie
15042,47%,Indie
15046,95%,Indie
15048,59%,Indie
15053,65%,Indie
15055,84%,Indie
15056,80%,Indie
15057,75%,Indie
15060,71%,Indie
15063,54%,Indie
15064,78%,Indie
15068,79%,Indie
15069,82%,Indie
15072,86%,Indie
15081,84%,Indie
15085,88%,Indie
15086,48%,Indie
15089,85%,Indie
15090,96%,Indie
15091,86%,Indie
15093,84%,Indie
15103,33%,Indie
15110,25%,Indie
15115,90%,Indie
15116,54%,Indie
15117,78%,Indie
15123,70%,Indie
15129,75%,Indie
15131,100%,Indie
15136,91%,Indie
15138,86%,Indie
15146,50%,Indie
15150,66%,Indie
15159,87%,Indie
15161,49%,Indie
15162,17%,Indie
15163,80%,Indie
15170,79%,Indie
15173,94%,Indie
15185,97%,Indie
15190,65%,Indie
15201,72%,Indie
15205,77%,Indie
15210,52%,Indie
15211,90%,Indie
15215,96%,Indie
15222,54%,Indie
15224,79%,Indie
15226,60%,Indie
15228,82%,Indie
15229,83%,Indie
15234,82%,Indie
15237,88%,Indie
15247,88%,Indie
15252,87%,Indie
15254,78%,Indie
15257,77%,Indie
15278,92%,Indie
15280,67%,Indie
15284,80%,Indie
15294,95%,Indie
15295,81%,Indie
15301,81%,Indie
15304,88%,Indie
15320,96%,Indie
15322,32%,Indie
15324,94%,Indie
15326,83%,Indie
15330,85%,Indie
15332,70%,Indie
15339,89%,Indie
15340,5%,Indie
15341,36%,Indie
15349,83%,Indie
15363,41%,Indie
15364,71%,Indie
15367,50%,Indie
15373,77%,Indie
15378,92%,Indie
15380,88%,Indie
15382,67%,Indie
15385,78%,Indie
15388,53%,Indie
15392,95%,Indie
15393,30%,Indie
15395,40%,Indie
15401,67%,Indie
15402,81%,Indie
15416,64%,Indie
15418,93%,Indie
15424,78%,Indie
15430,81%,Indie
15438,77%,Indie
15442,85%,Indie
15450,87%,Indie
15456,38%,Indie
15458,90%,Indie
15462,70%,Indie
15464,82%,Indie
15468,82%,Indie
15469,63%,Indie
15471,89%,Indie
15495,89%,Indie
15505,88%,Indie
15509,75%,Indie
15516,82%,Indie
15517,89%,Indie
15523,93%,Indie
15526,62%,Indie
15527,30%,Indie
15528,94%,Indie
15531,91%,Indie
15532,39%,Indie
15536,62%,Indie
15537,95%,Indie
15539,89%,Indie
15543,71%,Indie
15547,53%,Indie
15559,71%,Indie
15564,90%,Indie
15569,94%,Indie
15571,96%,Indie
15572,66%,Indie
15573,37%,Indie
15578,90%,Indie
15581,98%,Indie
15582,95%,Indie
15583,90%,Indie
15597,100%,Indie
15598,86%,Indie
15599,62%,Indie
15601,90%,Indie
15602,86%,Indie
15614,92%,Indie
15615,89%,Indie
15634,100%,Indie
15638,84%,Indie
15641,94%,Indie
15650,69%,Indie
15652,67%,Indie
15653,82%,Indie
15656,76%,Indie
15658,95%,Indie
15668,84%,Indie
15672,51%,Indie
15673,88%,Indie
15680,93%,Indie
15699,95%,Indie
15706,79%,Indie
15707,95%,Indie
15709,72%,Indie
15711,84%,Indie
15712,87%,Indie
15725,77%,Indie
15727,92%,Indie
15728,90%,Indie
15730,82%,Indie
15731,84%,Indie
15732,97%,Indie
15742,94%,Indie
15747,51%,Indie
15753,97%,Indie
15763,70%,Indie
15765,82%,Indie
15766,79%,Indie
15768,0%,Indie
15772,91%,Indie
15781,59%,Indie
15787,86%,Indie
15788,100%,Indie
15792,86%,Indie
15795,70%,Indie
15798,86%,Indie
15800,98%,Indie
15802,90%,Indie
15804,93%,Indie
15805,73%,Indie
15807,47%,Indie
15810,79%,Indie
15816,87%,Indie
15817,89%,Indie
15819,89%,Indie
15821,92%,Indie
15822,95%,Indie
15836,40%,Indie
15844,83%,Indie
15857,96%,Indie
15859,90%,Indie
15867,94%,Indie
15871,79%,Indie
15874,96%,Indie
15878,75%,Indie
15879,93%,Indie
15881,78%,Indie
15888,59%,Indie
15889,68%,Indie
15894,78%,Indie
15899,75%,Indie
15903,83%,Indie
15911,88%,Indie
15913,85%,Indie
15914,72%,Indie
15916,83%,Indie
15917,87%,Indie
15919,92%,Indie
15922,95%,Indie
15923,90%,Indie
15924,68%,Indie
15928,98%,Indie
15929,94%,Indie
15939,33%,Indie
15946,56%,Indie
15952,88%,Indie
15956,42%,Indie
15959,79%,Indie
15962,92%,Indie
15963,85%,Indie
15964,84%,Indie
15965,66%,Indie
15976,78%,Indie
15977,85%,Indie
15981,80%,Indie
15982,69%,Indie
15983,35%,Indie
15985,75%,Indie
15990,93%,Indie
15993,83%,Indie
15995,84%,Indie
16000,25%,Indie
16001,55%,Indie
16005,67%,Indie
16009,95%,Indie
16011,88%,Indie
16012,85%,Indie
16013,91%,Indie
16014,51%,Indie
16015,44%,Indie
16022,86%,Indie
16036,87%,Indie
16039,81%,Indie
16042,88%,Indie
16044,75%,Indie
16068,75%,Indie
16069,71%,Indie
16076,42%,Indie
16086,85%,Indie
16088,94%,Indie
16090,58%,Indie
16095,83%,Indie
16101,96%,Indie
16102,89%,Indie
16106,53%,Indie
16107,71%,Indie
16109,85%,Indie
16119,76%,Indie
16121,35%,Indie
16127,90%,Indie
16134,97%,Indie
16137,100%,Indie
16138,68%,Indie
16141,100%,Indie
16143,98%,Indie
16147,88%,Indie
16153,96%,Indie
16155,95%,Indie
16156,96%,Indie
16162,30%,Indie
16167,78%,Indie
16176,70%,Indie
16177,20%,Indie
16186,41%,Indie
16202,62%,Indie
16203,91%,Indie
16205,84%,Indie
16211,73%,Indie
16220,95%,Indie
16223,89%,Indie
16226,69%,Indie
16227,63%,Indie
16234,64%,Indie
16237,91%,Indie
16240,92%,Indie
16247,97%,Indie
16250,64%,Indie
16255,79%,Indie
16263,93%,Indie
16269,86%,Indie
16291,83%,Indie
16293,66%,Indie
16296,82%,Indie
16316,91%,Indie
16317,90%,Indie
16319,51%,Indie
16324,71%,Indie
16325,35%,Indie
16336,90%,Indie
16341,82%,Indie
16365,83%,Indie
16368,91%,Indie
16375,83%,Indie
16376,95%,Indie
16380,88%,Indie
16404,93%,Indie
16408,64%,Indie
16417,75%,Indie
16418,67%,Indie
16450,71%,Indie
16451,74%,Indie
16452,96%,Indie
16457,83%,Indie
16459,86%,Indie
16460,100%,Indie
16461,89%,Indie
16463,100%,Indie
16479,100%,Indie
16481,100%,Indie
16488,87%,Indie
16495,91%,Indie
16498,95%,Indie
16504,76%,Indie
16505,83%,Indie
16506,71%,Indie
16507,90%,Indie
16508,65%,Indie
16514,93%,Indie
16521,79%,Indie
16528,82%,Indie
16539,87%,Indie
16549,82%,Indie
16557,79%,Indie
16559,87%,Indie
16561,85%,Indie
16565,94%,Indie
16576,92%,Indie
16603,100%,Indie
16608,95%,Indie
16613,100%,Indie
16614,100%,Indie
16616,93%,Indie
16617,70%,Indie
16644,87%,Indie
16645,94%,Indie
16662,100%,Indie
16663,80%,Indie
16668,86%,Indie
16669,54%,Indie
16676,50%,Indie
16686,92%,Indie
16691,100%,Indie
16715,93%,Indie
16717,92%,Indie
16718,58%,Indie
