,title,all_ratio,genres,specs,platform,developer,positive_review,positive_review_rank
37468,Majesty 2 Collection,73% of the 597 user reviews for this game are positive.,['Strategy'],"['Single-player', 'Multi-player']","Windows,","1C:InoCoPublisher:Paradox InteractiveRelease Date: Apr 19, 2011",436.0,758
34334,Goat Simulator: GoatZ,84% of the 519 user reviews for this game are positive.,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","Linux,Mac,Windows,","Gone North GamesPublisher:Coffee Stain PublishingRelease Date: May 7, 2015",436.0,758
22614,Otaku's Fantasy,"89% of the 1,787 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","Windows,","DieselminePublisher:Paradise ProjectRelease Date: Oct 11, 2017",435.0,761
38555,Dead Space,"89% of the 6,774 user reviews for this game are positive.",['Action'],"['Single-player', 'Full controller support']","Windows,","EA Redwood ShoresPublisher:Electronic ArtsRelease Date: Oct 20, 2008",435.0,761
33216,Cities: Skylines - After Dark,86% of the 506 user reviews for this game are positive.,"['Simulation', 'Strategy']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Linux,Mac,Windows,","Colossal Order Ltd.Publisher:Paradox InteractiveRelease Date: Sep 24, 2015",435.0,761
34576,Star Ruler 2,79% of the 550 user reviews for this game are positive.,"['Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Linux,Windows,","Blind Mind Studios, GlaciclePublisher:Blind Mind StudiosRelease Date: Mar 27, 2015",434.0,764
17316,Noel The Mortal Fate S1-7,96% of the 451 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG']",['Single-player'],"Windows,","Vaka Game Magazine, KANAWOPublisher:Vaka Game Magazine, AGM PLAYISMRelease Date: May 14, 2018",433.0,765
242,Shatter,96% of the 451 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","SidhePublisher:PikPokRelease Date: Mar 15, 2010",433.0,765
31556,Epic Clicker Journey,67% of the 647 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","Cleversan SoftwarePublisher:Cleversan SoftwareRelease Date: Apr 21, 2016",433.0,765
1529,Divine Souls F2P MMO,48% of the 903 user reviews for this game are positive.,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']","Windows,","GamePrixPublisher:Suba GamesRelease Date: Aug 15, 2014",433.0,765
33416,Clown House (Palyaço Evi),46% of the 941 user reviews for this game are positive.,"['Action', 'Free to Play', 'Indie']",['Single-player'],"Linux,Mac,Windows,","gord10, Aslan Game StudioPublisher:Aslan Game StudioRelease Date: Jul 14, 2015",433.0,765
12833,SEPTEMBER 1999,87% of the 498 user reviews for this game are positive.,['Indie'],"['Single-player', 'Steam is learning about this game\xa0']","Mac,Windows,","98DEMAKEPublisher:98DEMAKERelease Date: Oct 10, 2018",433.0,765
29836,What The Box?,80% of the 541 user reviews for this game are positive.,"['Action', 'Indie']","['Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']","Linux,Mac,Windows,","Daniel Snd, Thiago AdamoPublisher:Bitten Toast Games Inc.Release Date: Sep 12, 2016",433.0,765
37806,Prince of Persia: The Forgotten Sands™,65% of the 665 user reviews for this game are positive.,"['Action', 'Adventure']",['Single-player'],"Windows,","Ubisoft MontrealPublisher:UbisoftRelease Date: Jun 8, 2010",432.0,772
21921,Syberia 3,48% of the 900 user reviews for this game are positive.,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Mac,Windows,","MicroidsPublisher:MicroidsRelease Date: Apr 20, 2017",432.0,772
4203,Clover Tale,75% of the 574 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play']","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']","Mac,Windows,","FIVE-BN GAMESPublisher:FIVE-BN GAMESRelease Date: Jun 15, 2016",430.0,774
32088,Battlevoid: Harbinger,79% of the 544 user reviews for this game are positive.,"['Action', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Linux,Mac,Windows,","Bugbyte Ltd.Publisher:Bugbyte Ltd.Release Date: Feb 24, 2016",430.0,774
18038,Onmyoji,66% of the 651 user reviews for this game are positive.,"['Adventure', 'RPG', 'Strategy']","['MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Windows,","NetEase GamesPublisher:NetEase GamesRelease Date: Apr 18, 2018",430.0,774
34229,Technobabylon,96% of the 448 user reviews for this game are positive.,"['Adventure', 'Indie']","['Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']","Windows,",Technocrat GamesPublisher:Wadjet Eye GamesRelease Date: May 2015,430.0,774
1921,Tengami,82% of the 524 user reviews for this game are positive.,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Mac,Windows,","NyamyamPublisher:NyamyamRelease Date: Jan 15, 2015",430.0,774
31761,,86% of the 499 user reviews for this game are positive.,,"['Single-player', 'Captions available', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated']","Windows,",,429.0,779
28699,Trimmer Tycoon,64% of the 670 user reviews for this game are positive.,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Leaderboards']","Mac,Windows,","Improx GamesPublisher:Improx GamesRelease Date: Nov 4, 2016",429.0,779
32382,The Bug Butcher,89% of the 482 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","Awfully Nice StudiosPublisher:Awfully Nice StudiosRelease Date: Jan 19, 2016",429.0,779
4946,,89% of the 482 user reviews for this game are positive.,,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Standing']","Windows,",,429.0,779
7502,Black Squad - EA FREE TIMED WEAPON PACKAGE 2,93% of the 461 user reviews for this game are positive.,"['Action', 'Free to Play']","['Multi-player', 'Downloadable Content', 'In-App Purchases']","Windows,","NS STUDIOPublisher:NEOWIZ, NEOBRICKSRelease Date: Jul 28, 2017",429.0,779
29546,Princess Maker 2 Refine,92% of the 465 user reviews for this game are positive.,['Simulation'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","CFK Co., Ltd.Publisher:CFK Co., Ltd.Release Date: Sep 28, 2016",428.0,784
37301,Star Trek Online,"76% of the 9,556 user reviews for this game are positive.","['Free to Play', 'Massively Multiplayer', 'RPG']","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","Windows,","Cryptic StudiosPublisher:Perfect World EntertainmentRelease Date: Feb 2, 2010",428.0,784
7400,Strike Vector EX,84% of the 509 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","Ragequit CorporationPublisher:Ragequit CorporationRelease Date: Jul 19, 2017",428.0,784
2809,SMITE® - Ultimate God Pack,73% of the 586 user reviews for this game are positive.,"['Action', 'Free to Play']","['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']","Mac,Windows,","Hi-Rez StudiosPublisher:Hi-Rez StudiosRelease Date: Sep 8, 2015",428.0,784
35912,Frederic: Evil Strikes Back,84% of the 509 user reviews for this game are positive.,"['Action', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","Forever Entertainment S. A.Publisher:Forever Entertainment S. A.Release Date: May 23, 2014",428.0,784
15466,Treasure Hunter Claire,93% of the 459 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Steam is learning about this game\xa0']","Windows,","AcerolaPublisher:Kagura GamesRelease Date: Jul 19, 2018",427.0,789
8240,Soundpad,94% of the 454 user reviews for this software are positive.,"['Audio Production', 'Utilities']",,"Windows,","LeppsoftPublisher:LeppsoftRelease Date: Nov 9, 2016",427.0,789
33051,Empire TV Tycoon,72% of the 593 user reviews for this game are positive.,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards']","SteamOS,Linux,Mac,Windows,","Dreamsite GamesPublisher:Dreamsite GamesRelease Date: Oct 20, 2015",427.0,789
997,Ring Runner: Flight of the Sages,85% of the 502 user reviews for this game are positive.,"['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Triple.B.TitlesPublisher:Triple.B.TitlesRelease Date: Jul 9, 2013",427.0,789
30804,The Darkside Detective,96% of the 445 user reviews for this game are positive.,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Spooky DoorwayPublisher:Spooky DoorwayRelease Date: Jul 27, 2017",427.0,789
12603,Battlerite Royale,"66% of the 2,074 user reviews for this game are positive.","['Action', 'Massively Multiplayer', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player']","Windows,","Stunlock StudiosPublisher:Stunlock StudiosRelease Date: Sep 26, 2018",426.0,794
11487,Varenje: Chapter 1,94% of the 453 user reviews for this game are positive.,"['Adventure', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam is learning about this game\xa0']","Linux,Mac,Windows,","Play CutePublisher:JoyBits Ltd.Release Date: Jul 3, 2018",426.0,794
8928,The Mammoth: A Cave Painting,89% of the 477 user reviews for this game are positive.,"['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support']","Linux,Mac,Windows,","inbetweengamesPublisher:inbetweengamesRelease Date: Aug 24, 2015",425.0,796
38542,SPORE™,"87% of the 14,321 user reviews for this game are positive.",['Simulation'],['Single-player'],"Windows,","Maxis™Publisher:Electronic ArtsRelease Date: Dec 19, 2008",425.0,796
38556,Mirror's Edge™,"87% of the 14,241 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Full controller support', 'Partial Controller Support']","Windows,","DICEPublisher:Electronic ArtsRelease Date: Jan 13, 2009",425.0,796
17830,Cliff Empire,90% of the 471 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Windows,","Lion's ShadePublisher:Lion's ShadeRelease Date: Apr 26, 2018",424.0,799
30966,Roguelands,"79% of the 2,385 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']","Linux,Mac,Windows,","SmashGamesPublisher:SmashGamesRelease Date: Nov 6, 2015",424.0,799
3979,XCOM 2: Alien Hunters,43% of the 986 user reviews for this game are positive.,['Strategy'],"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Linux,Mac,Windows,","Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)Publisher:2K, Feral Interactive (Mac), Feral Interactive (Linux)Release Date: May 12, 2016",424.0,799
35914,GearCity,81% of the 524 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Includes level editor']","Linux,Mac,Windows,","Visual Entertainment And TechnologiesPublisher:Visual Entertainment And TechnologiesRelease Date: May 30, 2014",424.0,799
1761,Space Hulk: Ascension,73% of the 581 user reviews for this game are positive.,"['RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']","Linux,Mac,Windows,","Full Control StudiosPublisher:Full ControlRelease Date: Nov 12, 2014",424.0,799
23267,3030 Deathwar Redux - A Space Odyssey,96% of the 441 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']","Windows,","Bird in SkyPublisher:Crunchy Leaf GamesRelease Date: Sep 13, 2017",423.0,804
10150,Project: Gorgon,83% of the 510 user reviews for this game are positive.,"['Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",['MMO'],"Linux,Mac,Windows,","Elder Game, LLCPublisher:Elder Game, LLCRelease Date: Mar 12, 2018",423.0,804
35251,LEGO® Batman™3: Beyond Gotham,"85% of the 1,694 user reviews for this game are positive.","['Action', 'Adventure']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Mac,Windows,","TT Games Ltd, Feral Interactive (Mac)Publisher:WB Games, Feral Interactive (Mac)Release Date: Nov 11, 2014",423.0,804
1093,realMyst: Masterpiece Edition,83% of the 510 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Mac,Windows,","Cyan WorldsPublisher:Cyan Worlds Release Date: Feb 5, 2014",423.0,804
35249,Toybox Turbos,85% of the 498 user reviews for this game are positive.,['Racing'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","CodemastersPublisher:CodemastersRelease Date: Nov 11, 2014",423.0,804
9368,Troubleshooter,88% of the 481 user reviews for this game are positive.,"['Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","DandylionPublisher:DandylionRelease Date: Dec 30, 2017",423.0,804
37451,BEEP,"85% of the 4,119 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Trading Cards']","Windows,","Big Fat AlienPublisher:Big Fat AlienRelease Date: May 6, 2011",423.0,804
19876,Ben and Ed - Blood Party,83% of the 508 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']","Windows,","SluggerflyPublisher:SluggerflyRelease Date: Feb 13, 2018",422.0,811
35385,Legend of Grimrock 2,"90% of the 1,565 user reviews for this game are positive.","['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","Mac,Windows,","Almost Human GamesPublisher:Almost Human GamesRelease Date: Oct 15, 2014",422.0,811
17967,Bud Spencer &amp; Terence Hill - Slaps And Beans,93% of the 454 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie']","['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']","Linux,Mac,Windows,","Trinity Team srlsPublisher:Buddy Productions GmbHRelease Date: Dec 15, 2017",422.0,811
36975,Natural Selection 2,"85% of the 6,026 user reviews for this game are positive.","['Action', 'Indie', 'Strategy']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']","Windows,","Unknown Worlds EntertainmentPublisher:Unknown Worlds EntertainmentRelease Date: Oct 30, 2012",422.0,811
35942,World of Guns: Gun Disassembly,"81% of the 12,273 user reviews for this game are positive.","['Free to Play', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']","Linux,Mac,Windows,","Noble Empire Corp.Publisher:Noble Empire Corp.Release Date: May 21, 2014",422.0,811
16452,Lust for Darkness,70% of the 602 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Movie Games LunariumPublisher:Movie Games S.A., PlayWay S.A.Release Date: Jun 12, 2018",421.0,816
2064,Tormentum - Dark Sorrow,"93% of the 1,610 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","OhNoo StudioPublisher:OhNoo StudioRelease Date: Mar 4, 2015",421.0,816
2319,Interplanetary,79% of the 532 user reviews for this game are positive.,"['Indie', 'Strategy']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']","Linux,Mac,Windows,","Team Jolly RogerPublisher:Team17 Digital LtdRelease Date: May 12, 2015",420.0,818
36738,Dust: An Elysian Tail,"96% of the 11,081 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Humble Hearts LLCPublisher:Microsoft StudiosRelease Date: May 24, 2013",420.0,818
26354,Out of the Park Baseball 18,91% of the 461 user reviews for this game are positive.,"['Indie', 'Simulation', 'Sports', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","Linux,Mac,Windows,","Out of the Park DevelopmentsPublisher:Out of the Park DevelopmentsRelease Date: Mar 24, 2017",420.0,818
3931,Gun Rocket,73% of the 576 user reviews for this game are positive.,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Steam Trading Cards']","Windows,","Space WedgiePublisher:Space WedgieRelease Date: May 2, 2016",420.0,818
128,Aquaria,91% of the 460 user reviews for this game are positive.,['Indie'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']","Windows,","Bit Blot, LLCPublisher:Bit Blot, LLCRelease Date: Dec 7, 2007",419.0,822
8047,WRC 7 FIA World Rally Championship,67% of the 626 user reviews for this game are positive.,['Racing'],"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","KT RacingPublisher:Bigben InteractiveFranchise:WRCRelease Date: Sep 15, 2017",419.0,822
30983,Gun Done,90% of the 466 user reviews for this game are positive.,"['Casual', 'Indie']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards']","Windows,","AZAMATIKAPublisher:AZAMATIKARelease Date: Jun 13, 2016",419.0,822
29209,,96% of the 435 user reviews for this game are positive.,,"['Single-player', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Seated', 'Standing', 'Room-Scale']","Windows,",,418.0,825
3210,Metal War Online: Retribution,55% of the 760 user reviews for this game are positive.,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing', 'Early Access']",['Multi-player'],"Windows,","GDT LimitedPublisher:GDT LimitedRelease Date: Dec 11, 2015",418.0,825
29331,Doorways: Old Prototype,85% of the 491 user reviews for this game are positive.,"['Action', 'Adventure', 'Free to Play', 'Indie']",['Single-player'],"Linux,Mac,Windows,","Saibot StudiosPublisher:Saibot StudiosRelease Date: Oct 5, 2016",417.0,827
19609,Fallen ~Makina and the City of Ruins~,84% of the 496 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Another StoryPublisher:Kagura GamesRelease Date: Feb 23, 2018",417.0,827
13611,Valkyria Chronicles 4,87% of the 478 user reviews for this game are positive.,"['Action', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","SEGAPublisher:SEGARelease Date: Sep 25, 2018",416.0,829
486,Sonic the Hedgehog 4 - Episode I,50% of the 833 user reviews for this game are positive.,,"['Single-player', 'Partial Controller Support']","Windows,","SEGAPublisher:SEGARelease Date: Jan 19, 2012",416.0,829
35286,FOTONICA,90% of the 462 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","Santa RagionePublisher:Santa RagioneRelease Date: Nov 6, 2014",416.0,829
32017,Woodle Tree Adventures,"69% of the 1,410 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Linux,Mac,Windows,","Fabio FerraraPublisher:Chubby PixelRelease Date: Jun 6, 2014",416.0,829
32013,Gunscape,"69% of the 1,156 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Includes level editor']","SteamOS,Linux,Mac,Windows,","Blowfish StudiosPublisher:Blowfish StudiosRelease Date: Mar 1, 2016",416.0,829
36290,EvilQuest,90% of the 461 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Windows,","Chaosoft GamesPublisher:Chaosoft GamesRelease Date: Feb 20, 2014",415.0,834
7820,Absolver,"67% of the 7,586 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support']","Windows,","SloclapPublisher:Devolver DigitalRelease Date: Aug 29, 2017",415.0,834
34584,Ironcast,79% of the 525 user reviews for this game are positive.,"['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","DreadbitPublisher:RipstoneRelease Date: Mar 26, 2015",415.0,834
34565,Grim Legends 2: Song of the Dark Swan,97% of the 428 user reviews for this game are positive.,"['Adventure', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Artifex MundiPublisher:Artifex MundiRelease Date: Sep 27, 2014",415.0,834
35753,Whispering Willows,81% of the 512 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']","Linux,Mac,Windows,","Night Light InteractivePublisher:Akupara GamesRelease Date: Jul 9, 2014",415.0,834
15811,Visitor 来访者,83% of the 499 user reviews for this game are positive.,"['Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam is learning about this game\xa0']","Windows,","Fan ShiPublisher:Fan ShiRelease Date: Jul 7, 2018",414.0,839
865,Guncraft,50% of the 829 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","Windows,","Exato Games StudioPublisher:Reverb Triple XPRelease Date: Aug 9, 2013",414.0,839
33346,Metal Gear Solid Legacy,89% of the 465 user reviews for this video are positive.,,,"SteamOS,Linux,Mac,Windows,",,414.0,839
31130,,83% of the 498 user reviews for this game are positive.,,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Room-Scale']","Windows,",,413.0,842
29429,Agent Origins,94% of the 439 user reviews for this series are positive.,,,"SteamOS,Linux,Mac,Windows,",,413.0,842
29497,UNLOVED,80% of the 516 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","BlueEagle ProductionsPublisher:Paul SchneiderRelease Date: Sep 29, 2016",413.0,842
21642,Dominions 5 - Warriors of the Faith,93% of the 444 user reviews for this game are positive.,"['Indie', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer']","Linux,Mac,Windows,","Illwinter Game DesignPublisher:Illwinter Game DesignRelease Date: Nov 27, 2017",413.0,842
35384,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,88% of the 469 user reviews for this game are positive.,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']","Mac,Windows,","Phoenix Online Studios, Pinkerton Road StudioPublisher:Pinkerton Road StudioRelease Date: Oct 15, 2014",413.0,842
36093,Pajama Sam: No Need to Hide When It's Dark Outside,97% of the 426 user reviews for this game are positive.,"['Adventure', 'Casual']",['Single-player'],"Linux,Mac,Windows,","Humongous EntertainmentPublisher:Humongous Entertainment, Nightdive StudiosRelease Date: Oct 4, 1996",413.0,842
27216,Leaving Lyndow,79% of the 523 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","Mac,Windows,","Eastshade StudiosPublisher:Eastshade StudiosRelease Date: Feb 8, 2017",413.0,842
19606,YUMENIKKI -DREAM DIARY-,64% of the 643 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Windows,","KADOKAWA CORPORATION, Active Gaming Media Inc.Publisher:AGM PLAYISMRelease Date: Feb 22, 2018",412.0,849
14007,Door Kickers: Action Squad,92% of the 448 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","PixelShard, KillHouse GamesPublisher:KillHouse GamesRelease Date: Sep 10, 2018",412.0,849
10218,NALOGI,80% of the 515 user reviews for this game are positive.,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Windows,","CUTE ANIME GIRLSPublisher:Tranquility gamesRelease Date: Mar 17, 2018",412.0,849
7563,Saurian,67% of the 615 user reviews for this game are positive.,"['Indie', 'Simulation', 'Early Access']","['Single-player', 'Partial Controller Support']","Windows,","Urvogel Games, LLCPublisher:Urvogel Games, LLCRelease Date: Aug 2, 2017",412.0,849
348,Revenge of the Titans,84% of the 491 user reviews for this game are positive.,"['Action', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","PuppygamesPublisher:PuppygamesRelease Date: Mar 16, 2011",412.0,849
