,app_name,title,id,url,all_ratio,genres,specs,platform,developer,Developer,Publisher,Release_Date,Positive_Review,Positive_Review_Rank,Top_Played_Rank
37940,Napoleon: Total War™,Napoleon: Total War™,34030.0,https://store.steampowered.com/app/34030/Napoleon_Total_War/,"88% of the 4,650 user reviews for this game are positive.",['Strategy'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']","Mac,Windows,","CREATIVE ASSEMBLY, Feral Interactive (Mac)Publisher:SEGA, Feral Interactive (Mac)Franchise:Total WarRelease Date: Feb 25, 2010",CREATIVE ASSEMBLY Feral Interactive Mac,SEGA Feral Interactive Mac Franchise Total War,Feb 25 2010,4092.0,436,
22010,Superflight,Superflight,732430.0,https://store.steampowered.com/app/732430/Superflight/,"96% of the 4,259 user reviews for this game are positive.","['Action', 'Casual', 'Indie', 'Racing', 'Sports']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","Windows,","GrizzlyGamesPublisher:GrizzlyGamesRelease Date: Nov 8, 2017",GrizzlyGames,GrizzlyGames,Nov 8 2017,4089.0,437,
38967,FlatOut 2™,FlatOut 2™,2990.0,https://store.steampowered.com/app/2990/FlatOut_2/,"93% of the 4,391 user reviews for this game are positive.",['Racing'],['Single-player'],"Windows,","Bugbear EntertainmentPublisher:Strategy FirstRelease Date: Aug 1, 2006",Bugbear Entertainment,Strategy First,Aug 1 2006,4084.0,438,
28618,Tyranny,Tyranny,362960.0,https://store.steampowered.com/app/362960/Tyranny/,"85% of the 4,794 user reviews for this game are positive.","['Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Obsidian EntertainmentPublisher:Paradox InteractiveRelease Date: Nov 10, 2016",Obsidian Entertainment,Paradox Interactive,Nov 10 2016,4075.0,439,
29748,PRICE,PRICE,465520.0,https://store.steampowered.com/app/465520/PRICE/,"94% of the 4,297 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","YETU GAMEPublisher:YETU GAMERelease Date: Sep 15, 2016",YETU GAME,YETU GAME,Sep 15 2016,4039.0,440,
33045,Tales of Zestiria,Tales of Zestiria,351970.0,https://store.steampowered.com/app/351970/Tales_of_Zestiria/,"85% of the 4,732 user reviews for this game are positive.",['RPG'],"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","BANDAI NAMCO Studio Inc.Publisher:BANDAI NAMCO EntertainmentRelease Date: Oct 19, 2015",BANDAI NAMCO Studio Inc,BANDAI NAMCO Entertainment,Oct 19 2015,4022.0,441,
6825,Metin2,Metin2,550900.0,https://store.steampowered.com/app/550900/Metin2/,"61% of the 6,564 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Multi-player', 'Online Multi-Player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']","Windows,","WEBZEN Inc.Publisher:Gameforge 4D GmbHRelease Date: Dec 17, 2006",WEBZEN Inc,Gameforge 4D GmbH,Dec 17 2006,4004.0,442,
25351,Dragonia,Dragonia,635730.0,https://store.steampowered.com/app/635730/Dragonia/,"87% of the 4,546 user reviews for this game are positive.","['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Mac,Windows,","B-lusterLightPublisher:Paradise ProjectRelease Date: May 29, 2017",B lusterLight,Paradise Project,May 29 2017,3955.0,443,
1361,Rise of Nations: Extended Edition,Rise of Nations: Extended Edition,287450.0,https://store.steampowered.com/app/287450/Rise_of_Nations_Extended_Edition/,"91% of the 4,324 user reviews for this game are positive.","['Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","SkyBox Labs, Big Huge GamesPublisher:Microsoft StudiosRelease Date: Jun 12, 2014",SkyBox Labs Big Huge Games,Microsoft Studios,Jun 12 2014,3935.0,444,
152,Braid,Braid,26800.0,https://store.steampowered.com/app/26800/Braid/,"94% of the 4,173 user reviews for this game are positive.","['Casual', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Mac,Windows,","Number NonePublisher:Number NoneRelease Date: Apr 10, 2009",Number None,Number None,Apr 10 2009,3923.0,445,
6438,Ballistic Overkill,Ballistic Overkill,296300.0,https://store.steampowered.com/app/296300/Ballistic_Overkill/,"76% of the 5,158 user reviews for this game are positive.","['Action', 'Casual', 'Indie']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']","Linux,Mac,Windows,","Aquiris Game StudioPublisher:Green Man Gaming PublishingRelease Date: Mar 28, 2017",Aquiris Game Studio,Green Man Gaming Publishing,Mar 28 2017,3920.0,446,
32143,Street Fighter V,Street Fighter V,310950.0,https://store.steampowered.com/app/310950/Street_Fighter_V/,"53% of the 7,397 user reviews for this game are positive.",['Action'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Windows,","CapcomPublisher:CapcomRelease Date: Feb 15, 2016",Capcom,Capcom,Feb 15 2016,3920.0,446,
24516,Dark and Light,Dark and Light,529180.0,https://store.steampowered.com/app/529180/Dark_and_Light/,"53% of the 7,389 user reviews for this game are positive.","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Online Co-op', 'Local Co-op']","Windows,","Snail Games USAPublisher:Snail Games USARelease Date: Jul 20, 2017",Snail Games USA,Snail Games USA,Jul 20 2017,3916.0,448,
34877,SUNLESS SEA,SUNLESS SEA,304650.0,https://store.steampowered.com/app/304650/SUNLESS_SEA/,"83% of the 4,706 user reviews for this game are positive.","['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Failbetter GamesPublisher:Failbetter GamesRelease Date: Feb 6, 2015",Failbetter Games,Failbetter Games,Feb 6 2015,3906.0,449,
26326,Battle Brothers,Battle Brothers,365360.0,https://store.steampowered.com/app/365360/Battle_Brothers/,"87% of the 4,486 user reviews for this game are positive.","['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Overhype StudiosPublisher:Overhype StudiosRelease Date: Mar 24, 2017",Overhype Studios,Overhype Studios,Mar 24 2017,3903.0,450,
36936,Scribblenauts Unlimited,Scribblenauts Unlimited,218680.0,https://store.steampowered.com/app/218680/Scribblenauts_Unlimited/,"91% of the 4,261 user reviews for this game are positive.","['Adventure', 'Casual', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Windows,","5th Cell MediaPublisher:Warner Bros. Interactive EntertainmentRelease Date: Nov 19, 2012",5th Cell Media,Warner Bros Interactive Entertainment,Nov 19 2012,3878.0,451,
428,Orcs Must Die!,Orcs Must Die!,102600.0,https://store.steampowered.com/app/102600/Orcs_Must_Die/,"96% of the 4,038 user reviews for this game are positive.","['Action', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","Robot EntertainmentPublisher:Robot EntertainmentRelease Date: Oct 11, 2011",Robot Entertainment,Robot Entertainment,Oct 11 2011,3876.0,452,
20183,Freeman: Guerrilla Warfare,Freeman: Guerrilla Warfare,773951.0,https://store.steampowered.com/app/773951/Freeman_Guerrilla_Warfare/,"87% of the 4,453 user reviews for this game are positive.","['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']","['Single-player', 'Steam Trading Cards']","Windows,","KK Game StudioPublisher:KK Game StudioRelease Date: Feb 1, 2018",KK Game Studio,KK Game Studio,Feb 1 2018,3874.0,453,
37246,Sniper Elite V2,Sniper Elite V2,63380.0,https://store.steampowered.com/app/63380/Sniper_Elite_V2/,"87% of the 4,449 user reviews for this game are positive.",['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","Windows,","RebellionPublisher:RebellionRelease Date: Apr 30, 2012",Rebellion,Rebellion,Apr 30 2012,3871.0,454,
29388,Atlas Reactor,Atlas Reactor,402570.0,https://store.steampowered.com/app/402570/Atlas_Reactor/,"81% of the 4,761 user reviews for this game are positive.","['Free to Play', 'Strategy']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Windows,","Trion WorldsPublisher:Trion WorldsRelease Date: Oct 4, 2016",Trion Worlds,Trion Worlds,Oct 4 2016,3856.0,455,
37283,Fallen Earth Free2Play,Fallen Earth Free2Play,113420.0,https://store.steampowered.com/app/113420/Fallen_Earth_Free2Play/,"55% of the 6,997 user reviews for this game are positive.","['Free to Play', 'Massively Multiplayer', 'RPG']","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']","Windows,","Little OrbitPublisher:Little OrbitRelease Date: Oct 12, 2011",Little Orbit,Little Orbit,Oct 12 2011,3848.0,456,
33091,Downwell,Downwell,360740.0,https://store.steampowered.com/app/360740/Downwell/,"96% of the 4,004 user reviews for this game are positive.","['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","Windows,","MoppinPublisher:Devolver DigitalRelease Date: Oct 15, 2015",Moppin,Devolver Digital,Oct 15 2015,3844.0,457,
22513,ELEX,ELEX,411300.0,https://store.steampowered.com/app/411300/ELEX/,"71% of the 5,399 user reviews for this game are positive.","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Piranha BytesPublisher:THQ NordicRelease Date: Oct 17, 2017",Piranha Bytes,THQ Nordic,Oct 17 2017,3833.0,458,
32558,SimplePlanes,SimplePlanes,397340.0,https://store.steampowered.com/app/397340/SimplePlanes/,"91% of the 4,201 user reviews for this game are positive.","['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","Mac,Windows,","Jundroo, LLCPublisher:Jundroo, LLCRelease Date: Dec 17, 2015",Jundroo LLC,Jundroo LLC,Dec 17 2015,3823.0,459,
17107,Next Day: Survival,Next Day: Survival,519190.0,https://store.steampowered.com/app/519190/Next_Day_Survival/,"66% of the 5,791 user reviews for this game are positive.","['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements']","Windows,","SOFF GamesPublisher:Last LevelRelease Date: May 21, 2018",SOFF Games,Last Level,May 21 2018,3822.0,460,
25854,Orcs Must Die! Unchained,Orcs Must Die! Unchained,427270.0,https://store.steampowered.com/app/427270/Orcs_Must_Die_Unchained/,"67% of the 5,696 user reviews for this game are positive.","['Action', 'Free to Play', 'Strategy']","['Single-player', 'Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","Windows,","Robot EntertainmentPublisher:Robot EntertainmentRelease Date: Apr 19, 2017",Robot Entertainment,Robot Entertainment,Apr 19 2017,3816.0,461,
15345,Stonehearth,Stonehearth,253250.0,https://store.steampowered.com/app/253250/Stonehearth/,"77% of the 4,951 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Trading Cards', 'Steam Workshop']","Windows,","Radiant EntertainmentPublisher:(none)Release Date: Jul 25, 2018",Radiant Entertainment,none,Jul 25 2018,3812.0,462,
31610,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair,413420.0,https://store.steampowered.com/app/413420/Danganronpa_2_Goodbye_Despair/,"97% of the 3,914 user reviews for this game are positive.",['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Linux,Mac,Windows,","Spike Chunsoft Co., Ltd., Abstraction GamesPublisher:Spike Chunsoft Co., Ltd.Release Date: Apr 18, 2016",Spike Chunsoft Co Ltd Abstraction Games,Spike Chunsoft Co Ltd,Apr 18 2016,3797.0,463,
37686,VVVVVV,VVVVVV,70300.0,https://store.steampowered.com/app/70300/VVVVVV/,"96% of the 3,945 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Full controller support']","Linux,Mac,Windows,","Terry CavanaghPublisher:Terry CavanaghRelease Date: Sep 7, 2010",Terry Cavanagh,Terry Cavanagh,Sep 7 2010,3787.0,464,
2718,Planetary Annihilation: TITANS,Planetary Annihilation: TITANS,386070.0,https://store.steampowered.com/app/386070/Planetary_Annihilation_TITANS/,"79% of the 4,789 user reviews for this game are positive.",['Strategy'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements']","Linux,Mac,Windows,","Planetary Annihilation IncPublisher:Planetary Annihilation IncRelease Date: Aug 18, 2015",Planetary Annihilation Inc,Planetary Annihilation Inc,Aug 18 2015,3783.0,465,
10625,BATTLETECH,BATTLETECH,637090.0,https://store.steampowered.com/app/637090/BATTLETECH/,"70% of the 5,399 user reviews for this game are positive.","['Action', 'Adventure', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Mac,Windows,","Harebrained SchemesPublisher:Paradox InteractiveRelease Date: Apr 24, 2018",Harebrained Schemes,Paradox Interactive,Apr 24 2018,3779.0,466,
26277,Rivals of Aether,Rivals of Aether,383980.0,https://store.steampowered.com/app/383980/Rivals_of_Aether/,"88% of the 4,290 user reviews for this game are positive.",['Indie'],"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Windows,","Dan FornacePublisher:Dan FornaceRelease Date: Mar 28, 2017",Dan Fornace,Dan Fornace,Mar 28 2017,3775.0,467,
29859,TOXIKK™,TOXIKK™,324810.0,https://store.steampowered.com/app/324810/TOXIKK/,"76% of the 4,963 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Includes level editor']","Windows,","Reakktor StudiosPublisher:Reakktor StudiosRelease Date: Sep 10, 2016",Reakktor Studios,Reakktor Studios,Sep 10 2016,3772.0,468,
34994,Saints Row: Gat out of Hell,Saints Row: Gat out of Hell,301910.0,https://store.steampowered.com/app/301910/Saints_Row_Gat_out_of_Hell/,"73% of the 5,166 user reviews for this game are positive.",['Action'],"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","SteamOS,Linux,Windows,","Deep Silver Volition, High Voltage SoftwarePublisher:Deep SilverRelease Date: Jan 20, 2015",Deep Silver Volition High Voltage Software,Deep Silver,Jan 20 2015,3771.0,469,
22222,Spintires: MudRunner,Spintires: MudRunner,675010.0,https://store.steampowered.com/app/675010/Spintires_MudRunner/,"80% of the 4,700 user reviews for this game are positive.",['Simulation'],"['Single-player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","Windows,","Saber InteractivePublisher:Focus Home InteractiveRelease Date: Oct 30, 2017",Saber Interactive,Focus Home Interactive,Oct 30 2017,3760.0,470,
32872,Darksiders II Deathinitive Edition,Darksiders II Deathinitive Edition,388410.0,https://store.steampowered.com/app/388410/Darksiders_II_Deathinitive_Edition/,"73% of the 5,148 user reviews for this game are positive.","['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Gunfire Games, Vigil Games, THQ NordicPublisher:THQ NordicRelease Date: Nov 5, 2015",Gunfire Games Vigil Games THQ Nordic,THQ Nordic,Nov 5 2015,3758.0,471,
33625,Time Clickers,Time Clickers,385770.0,https://store.steampowered.com/app/385770/Time_Clickers/,"88% of the 4,271 user reviews for this game are positive.","['Action', 'Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements']","Linux,Mac,Windows,","Proton Studio IncPublisher: Release Date: Jul 23, 2015",Proton Studio Inc,,Jul 23 2015,3758.0,471,
39095,Half-Life: Opposing Force,Half-Life: Opposing Force,50.0,https://store.steampowered.com/app/50/HalfLife_Opposing_Force/,"94% of the 3,991 user reviews for this game are positive.",['Action'],"['Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']","Linux,Mac,Windows,","Gearbox SoftwarePublisher:ValveFranchise:Half-LifeRelease Date: Nov 1, 1999",Gearbox Software,ValveFranchise Half Life,Nov 1 1999,3752.0,473,
38650,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,20510.0,https://store.steampowered.com/app/20510/STALKER_Clear_Sky/,"85% of the 4,383 user reviews for this game are positive.","['Action', 'RPG']","['Single-player', 'Multi-player']","Windows,","GSC Game WorldPublisher:GSC World PublishingRelease Date: Sep 15, 2008",GSC Game World,GSC World Publishing,Sep 15 2008,3726.0,474,
21860,東方天空璋 ～ Hidden Star in Four Seasons.,東方天空璋 ～ Hidden Star in Four Seasons.,745880.0,https://store.steampowered.com/app/745880/__Hidden_Star_in_Four_Seasons/,"98% of the 3,784 user reviews for this game are positive.","['Action', 'Indie']","['Single-player', 'Partial Controller Support', 'Steam Cloud']","Windows,","上海アリス幻樂団Publisher:Mediascape Co., Ltd.Release Date: Aug 11, 2017",上海アリス幻樂団,Mediascape Co Ltd,Aug 11 2017,3708.0,475,
36562,Democracy 3,Democracy 3,245470.0,https://store.steampowered.com/app/245470/Democracy_3/,"73% of the 5,075 user reviews for this game are positive.","['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']","Linux,Mac,Windows,","Positech GamesPublisher:Positech GamesRelease Date: Oct 14, 2013",Positech Games,Positech Games,Oct 14 2013,3705.0,476,
29365,Rocksmith® 2014 Edition - Remastered,Rocksmith® 2014 Edition - Remastered,221680.0,https://store.steampowered.com/app/221680/Rocksmith_2014_Edition__Remastered/,"89% of the 4,145 user reviews for this game are positive.","['Casual', 'Simulation']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","Mac,Windows,","Ubisoft - San FranciscoPublisher:UbisoftRelease Date: Oct 4, 2016",Ubisoft San Francisco,Ubisoft,Oct 4 2016,3689.0,477,
37974,"Pirates, Vikings, and Knights II","Pirates, Vikings, and Knights II",17570.0,https://store.steampowered.com/app/17570/Pirates_Vikings_and_Knights_II/,"86% of the 4,277 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Mods', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Includes Source SDK']","Linux,Mac,Windows,","Octoshark StudiosPublisher:Octoshark StudiosRelease Date: Feb 12, 2010",Octoshark Studios,Octoshark Studios,Feb 12 2010,3678.0,478,
37910,Bless Online,Bless Online,681660.0,https://store.steampowered.com/app/681660/Bless_Online/,"42% of the 8,757 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Windows,","NEOWIZ BLESS STUDIOPublisher:NEOWIZRelease Date: Oct 23, 2018",NEOWIZ BLESS STUDIO,NEOWIZ,Oct 23 2018,3678.0,478,
3068,Steam Link,Steam Link,353380.0,https://store.steampowered.com/app/353380/Steam_Link/,"73% of the 5,007 user reviews for this hardware are positive.",,,,,,,,3655.0,480,
31225,Melody's Escape,Melody's Escape,270210.0,https://store.steampowered.com/app/270210/Melodys_Escape/,"93% of the 3,921 user reviews for this game are positive.",['Indie'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']","Linux,Mac,Windows,","Icetesy SPRLPublisher:Icetesy SPRLRelease Date: May 20, 2016",Icetesy SPRL,Icetesy SPRL,May 20 2016,3647.0,481,
710,Primal Carnage,Primal Carnage,215470.0,https://store.steampowered.com/app/215470/Primal_Carnage/,"77% of the 4,726 user reviews for this game are positive.","['Action', 'Indie']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Valve Anti-Cheat enabled']","Windows,","Lukewarm MediaPublisher:Reverb Triple XP, Circle 5Release Date: Oct 29, 2012",Lukewarm Media,Reverb Triple XP Circle 5,Oct 29 2012,3639.0,482,
2356,Strife®,Strife®,339280.0,https://store.steampowered.com/app/339280/Strife/,"75% of the 4,851 user reviews for this game are positive.","['Action', 'Free to Play', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']","Linux,Mac,Windows,","S2 GamesPublisher:S2 GamesRelease Date: May 22, 2015",S2 Games,S2 Games,May 22 2015,3638.0,483,
33230,Lost Lands: A Hidden Object Adventure,Lost Lands: A Hidden Object Adventure,392950.0,https://store.steampowered.com/app/392950/Lost_Lands_A_Hidden_Object_Adventure/,"89% of the 4,074 user reviews for this game are positive.","['Adventure', 'Casual', 'Free to Play']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Mac,Windows,","FIVE-BN GAMESPublisher:FIVE-BN GAMESRelease Date: Sep 24, 2015",FIVE BN GAMES,FIVE BN GAMES,Sep 24 2015,3626.0,484,
31938,Lost Lands: Mahjong,Lost Lands: Mahjong,435030.0,https://store.steampowered.com/app/435030/Lost_Lands_Mahjong/,"92% of the 3,934 user reviews for this game are positive.","['Adventure', 'Casual', 'Free to Play']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Mac,Windows,","FIVE-BN GAMESPublisher:FIVE-BN GAMESRelease Date: Mar 14, 2016",FIVE BN GAMES,FIVE BN GAMES,Mar 14 2016,3619.0,485,
26609,Another Adventure,Another Adventure,604450.0,https://store.steampowered.com/app/604450/Another_Adventure/,"91% of the 3,974 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']","Mac,Windows,","ThankCreate StudioPublisher:ThankCreate Studio, WhisperGamesRelease Date: Mar 10, 2017",ThankCreate Studio,ThankCreate Studio WhisperGames,Mar 10 2017,3616.0,486,
10321,PC Building Simulator,PC Building Simulator,621060.0,https://store.steampowered.com/app/621060/PC_Building_Simulator/,"89% of the 4,037 user reviews for this game are positive.","['Indie', 'Simulation', 'Early Access']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Claudiu Kiss, The Irregular CorporationPublisher:The Irregular CorporationRelease Date: Mar 27, 2018",Claudiu Kiss The Irregular Corporation,The Irregular Corporation,Mar 27 2018,3593.0,487,
24416,Pyre,Pyre,462770.0,https://store.steampowered.com/app/462770/Pyre/,"90% of the 3,992 user reviews for this game are positive.","['Action', 'Indie', 'RPG']","['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","Linux,Mac,Windows,","Supergiant GamesPublisher:Supergiant GamesRelease Date: Jul 25, 2017",Supergiant Games,Supergiant Games,Jul 25 2017,3593.0,487,
23678,Comedy Night,Comedy Night,665360.0,https://store.steampowered.com/app/665360/Comedy_Night/,"77% of the 4,660 user reviews for this game are positive.","['Casual', 'Indie', 'Simulation']","['Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']","Linux,Mac,Windows,","Lighthouse Games StudioPublisher:Lighthouse Games StudioRelease Date: Aug 24, 2017",Lighthouse Games Studio,Lighthouse Games Studio,Aug 24 2017,3588.0,489,
31651,Tower Unite,Tower Unite,394690.0,https://store.steampowered.com/app/394690/Tower_Unite/,"83% of the 4,312 user reviews for this game are positive.","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access']","['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']","Windows,","PixelTail GamesPublisher:PixelTail GamesRelease Date: Apr 8, 2016",PixelTail Games,PixelTail Games,Apr 8 2016,3579.0,490,
34150,The Silent Age,The Silent Age,352520.0,https://store.steampowered.com/app/352520/The_Silent_Age/,"93% of the 3,820 user reviews for this game are positive.","['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","Mac,Windows,","House On FirePublisher:Meridian4Release Date: May 29, 2015",House On Fire,Meridian4,May 29 2015,3553.0,491,
37137,MapleStory,MapleStory,216150.0,https://store.steampowered.com/app/216150/MapleStory/,"68% of the 5,225 user reviews for this game are positive.","['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards']","Windows,","NexonPublisher:Nexon America Inc.Release Date: Aug 9, 2012",Nexon,Nexon America Inc,Aug 9 2012,3553.0,491,
33971,CrossCode,CrossCode,368340.0,https://store.steampowered.com/app/368340/CrossCode/,"94% of the 3,771 user reviews for this game are positive.",['RPG'],"['Single-player', 'Full controller support', 'Steam Cloud']","Linux,Mac,Windows,","Radical Fish GamesPublisher:Deck13, WhisperGames, DANGEN Entertainment, Mayflower EntertainmentRelease Date: Sep 20, 2018",Radical Fish Games,Deck13 WhisperGames DANGEN Entertainment Mayflower Entertainment,Sep 20 2018,3545.0,493,
31379,Worm.is: The Game,Worm.is: The Game,466910.0,https://store.steampowered.com/app/466910/Wormis_The_Game/,"80% of the 4,421 user reviews for this game are positive.","['Casual', 'Free to Play']","['Multi-player', 'Cross-Platform Multiplayer', 'In-App Purchases']","Mac,Windows,","Freakinware StudiosPublisher:Freakinware StudiosRelease Date: May 4, 2016",Freakinware Studios,Freakinware Studios,May 4 2016,3537.0,494,
37203,Vindictus,Vindictus,212160.0,https://store.steampowered.com/app/212160/Vindictus/,"72% of the 4,900 user reviews for this game are positive.","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Partial Controller Support']","Windows,","NexonPublisher:Nexon America Inc.Release Date: Jun 22, 2012",Nexon,Nexon America Inc,Jun 22 2012,3528.0,495,
34839,Boring Man - Online Tactical Stickman Combat,Boring Man - Online Tactical Stickman Combat,346120.0,https://store.steampowered.com/app/346120/Boring_Man__Online_Tactical_Stickman_Combat/,"85% of the 4,142 user reviews for this game are positive.","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']","['Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Includes level editor']","Windows,","Spasman GamesPublisher:Spasman GamesRelease Date: Apr 4, 2014",Spasman Games,Spasman Games,Apr 4 2014,3521.0,496,
